Order_ID,Customer_ID,Age,Gender,City,Product_Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Date,Rating,Delivery_Days,Returned,Total_Amount,Expected_Total,Difference,Difference_Percentage
ORD100380,CUST5574,25.0,Female,Delhi,Beauty,Face Wash,1,489.3,0.0,Credit Card,2026-11-09,4.6,6.0,No,489.3,489.3,0.0,0.0
ORD110960,CUST5355,45.0,Female,Visakhapatnam,Books,Exam Guide,1,789.37,20.0,Net Banking,2025-05-07,4.0,2.0,No,631.49,631.4960000000001,-0.0060000000000854925,0.0009501247830683791
ORD103861,CUST8401,48.0,Female,Chennai,Fashion,Jacket,3,2874.16,20.0,Debit Card,2026-08-29,3.4,6.0,Yes,6897.98,6897.984,-0.004000000000814907,5.7987957072891254e-05
ORD101324,CUST1369,40.0,Female,Warangal,Beauty,Moisturizer,1,604.47,15.0,Debit Card,2025-09-04,3.2,5.0,No,513.8,513.7995,0.0004999999999881766,9.73142247098677e-05
ORD102907,CUST4710,30.0,Male,Bengaluru,Books,Biography,2,709.99,15.0,Net Banking,2025-09-03,4.9,7.0,No,1206.98,1206.983,-0.0029999999999290594,0.00024855362502446674
ORD105203,CUST1155,36.0,Male,Kolkata,Electronics,Smartwatch,2,7247.0,20.0,Credit Card,2025-04-07,4.2,3.0,No,11595.2,11595.2,0.0,0.0
ORD101492,CUST5472,47.0,Female,Mumbai,Sports,Cricket Bat,1,3141.01,15.0,COD,2026-01-04,3.5,8.0,No,2669.86,2669.8585000000003,0.0014999999998508429,5.618275275078595e-05
ORD113500,CUST3055,28.0,Male,Mumbai,Beauty,Moisturizer,1,694.95,10.0,COD,2025-02-12,3.6,3.0,Yes,625.46,625.455,0.0049999999999954525,0.0007994180236780348
ORD107337,CUST6755,28.0,Female,Ahmedabad,Home & Kitchen,Cookware Set,1,2920.18,0.0,Debit Card,2025-09-30,3.9,1.0,No,2920.18,2920.18,0.0,0.0
ORD101656,CUST2372,22.0,Male,Visakhapatnam,Fashion,Handbag,2,1955.55,5.0,Net Banking,2025-10-28,2.9,4.0,No,3715.55,3715.5449999999996,0.005000000000563887,0.00013456976030606243
ORD100543,CUST6787,28.0,Male,Chennai,Sports,Yoga Mat,1,831.7,20.0,UPI,2026-07-28,4.2,3.0,No,665.36,665.3600000000001,-1.1368683772161603e-13,1.7086515228089455e-14
ORD100150,CUST8539,26.0,Female,Delhi,Electronics,Headphones,2,2693.16,5.0,Net Banking,2026-10-07,4.4,6.0,No,5117.0,5117.004,-0.0039999999999054126,7.817074209645748e-05
ORD102406,CUST6956,31.0,Female,Bengaluru,Electronics,Laptop,1,65832.03,0.0,COD,2026-09-13,4.9,6.0,No,65832.03,65832.03,0.0,0.0
ORD106707,CUST8989,21.0,Male,Hyderabad,Electronics,Smartwatch,1,7915.15,0.0,Wallet,2026-03-20,3.8,2.0,No,7915.15,7915.15,0.0,0.0
ORD111343,CUST5658,41.0,Female,Delhi,Fashion,Jeans,3,1566.26,25.0,Credit Card,2026-07-18,4.9,1.0,No,3524.09,3524.085,0.005000000000109139,0.00014188080026756276
ORD107857,CUST2650,28.0,Other,Pune,Electronics,Laptop,3,55954.27,5.0,Wallet,2025-10-21,3.9,1.0,No,159469.68,159469.6695,0.010500000003958121,6.584324177054949e-06
ORD112175,CUST4612,36.0,Male,Bengaluru,Books,Biography,3,564.0,10.0,Debit Card,2025-12-23,5.0,3.0,No,1522.81,1522.8,0.009999999999990905,0.0006566850538475772
ORD102232,CUST1043,36.0,Female,Visakhapatnam,Beauty,Moisturizer,1,768.28,10.0,Wallet,2025-09-25,4.5,4.0,No,691.46,691.452,0.008000000000038199,0.0011569855897500042
ORD111218,CUST7320,28.0,Female,Kolkata,Fashion,T-Shirt,2,1006.46,0.0,Net Banking,2026-06-04,4.0,6.0,No,2012.91,2012.92,-0.009999999999990905,0.0004967907318716543
ORD107473,CUST2683,22.0,Male,Vijayawada,Fashion,Shoes,1,2264.8,5.0,Wallet,2025-09-22,2.8,2.0,No,2151.56,2151.56,0.0,0.0
ORD110187,CUST1079,34.0,Male,Ahmedabad,Home & Kitchen,Mixer Grinder,1,3119.61,15.0,COD,2025-08-20,4.3,1.0,No,2651.66,2651.6685,-0.008500000000367436,0.0003205528896378803
ORD104430,CUST8230,18.0,Female,Pune,Electronics,Laptop,1,68538.16,10.0,UPI,2026-10-27,3.6,4.0,No,61684.35,61684.344000000005,0.005999999993946403,9.726941400149125e-06
ORD110543,CUST6348,34.0,Male,Pune,Electronics,Headphones,1,2604.73,5.0,COD,2025-04-08,5.0,3.0,Yes,2474.49,2474.4935,-0.0035000000002582965,0.0001414430872523325
ORD107071,CUST6150,18.0,Male,Warangal,Beauty,Hair Dryer,2,2181.08,10.0,UPI,2026-12-06,2.6,6.0,No,3925.95,3925.944,0.005999999999858119,0.00015282948508328492
ORD105548,CUST6543,22.0,Male,Mumbai,Home & Kitchen,Cookware Set,3,2412.32,0.0,UPI,2025-06-03,3.3,8.0,No,7236.96,7236.960000000001,-9.094947017729282e-13,1.256735841807787e-14
ORD110361,CUST8292,18.0,Male,Bengaluru,Sports,Football,1,1329.99,20.0,UPI,2025-10-16,3.6,2.0,No,1063.99,1063.992,-0.0019999999999527063,0.00018797133812591696
ORD113518,CUST6857,32.0,Female,Bengaluru,Electronics,Headphones,1,3063.17,20.0,UPI,2026-10-30,3.5,5.0,Yes,2450.53,2450.536,-0.005999999999858119,0.00024484439322083494
ORD103976,CUST3601,67.0,Male,Ahmedabad,Electronics,Headphones,1,3002.35,20.0,UPI,2026-09-03,3.8,7.0,No,2401.88,2401.88,0.0,0.0
ORD111276,CUST7954,32.0,Male,Vijayawada,Fashion,T-Shirt,1,832.41,5.0,UPI,2025-10-03,4.7,6.0,Yes,790.79,790.7895,0.0004999999999881766,6.3227951305395e-05
ORD100567,CUST4729,33.0,Male,Chennai,Beauty,Perfume,1,1797.69,0.0,UPI,2026-08-26,1.9,6.0,No,1797.69,1797.69,0.0,0.0
ORD109418,CUST2243,31.0,Female,Bengaluru,Beauty,Perfume,1,2051.41,5.0,Debit Card,2026-02-10,5.0,2.0,No,1948.84,1948.8394999999998,0.0005000000001018634,2.5656294430704193e-05
ORD107349,CUST6429,26.0,Female,Chennai,Fashion,Jeans,3,1543.07,10.0,Wallet,2025-08-11,3.4,4.0,No,4166.3,4166.289,0.011000000000422006,0.0002640239311392466
ORD114445,CUST3336,19.0,Male,Hyderabad,Home & Kitchen,Mixer Grinder,3,3553.88,10.0,Debit Card,2026-03-01,3.9,2.0,Yes,9595.48,9595.476,0.003999999998995918,4.168631133042193e-05
ORD111103,CUST2589,40.0,Female,Pune,Beauty,Face Wash,1,504.95,15.0,Debit Card,2026-07-18,2.8,4.0,No,429.2,429.2075,-0.007499999999993179,0.0017474065574327518
ORD103112,CUST6204,35.0,Male,Delhi,Fashion,T-Shirt,3,890.84,15.0,Credit Card,2026-02-02,3.3,4.0,No,2271.63,2271.642,-0.011999999999716238,0.0005282522510024132
ORD108383,CUST7971,25.0,Male,Warangal,Electronics,Tablet,1,19498.77,10.0,Credit Card,2026-07-13,3.9,8.0,No,17548.9,17548.893,0.007000000001426088,3.988855594154051e-05
ORD111348,CUST2633,50.0,Male,Warangal,Electronics,Smartphone,2,26179.31,30.0,Credit Card,2025-01-05,2.9,2.0,No,36651.03,36651.034,-0.004000000000814907,1.0913743936432755e-05
ORD105187,CUST1420,26.0,Female,Kolkata,Electronics,Headphones,5,3264.1,0.0,Net Banking,2025-05-07,3.3,5.0,No,16320.51,16320.5,0.010000000000218279,6.127263257999619e-05
ORD101088,CUST2308,39.0,Female,Mumbai,Beauty,Moisturizer,3,720.42,10.0,Credit Card,2025-10-30,4.7,4.0,No,1945.14,1945.1339999999998,0.006000000000312866,0.00030846203913524037
ORD103194,CUST2755,42.0,Male,Pune,Beauty,Perfume,3,2002.29,15.0,Wallet,2025-07-08,4.6,6.0,No,5105.85,5105.8395,0.010500000000320142,0.0002056468872615393
ORD112332,CUST4952,34.0,Female,Kolkata,Home & Kitchen,Bedsheet,2,1372.2,20.0,Debit Card,2026-04-05,4.0,3.0,No,2195.52,2195.52,0.0,0.0
ORD109397,CUST6625,32.0,Female,Pune,Home & Kitchen,Bedsheet,2,1462.35,5.0,UPI,2026-04-28,3.7,2.0,No,2778.46,2778.4649999999997,-0.004999999999654392,0.000179955479002053
ORD105071,CUST1672,22.0,Male,Visakhapatnam,Fashion,T-Shirt,1,988.86,5.0,Debit Card,2026-05-03,2.7,5.0,No,939.42,939.4169999999999,0.0030000000000427463,0.0003193469992604718
ORD109026,CUST6672,31.0,Female,Pune,Home & Kitchen,Bedsheet,1,1525.82,15.0,UPI,2026-06-05,3.9,5.0,No,1296.95,1296.947,0.003000000000156433,0.00023131245919505065
ORD110507,CUST8001,49.0,Female,Kolkata,Home & Kitchen,Cookware Set,1,3114.63,20.0,Net Banking,2026-04-08,3.6,1.0,No,2491.7,2491.704,-0.00400000000036016,0.00016053271176512778
ORD104609,CUST3954,18.0,Other,Vijayawada,Electronics,Smartphone,3,27616.08,15.0,Wallet,2025-05-30,4.5,2.0,No,70421.0,70421.004,-0.004000000000814907,5.680123505218567e-06
ORD107019,CUST1898,31.0,Male,Pune,Electronics,Smartwatch,1,6230.06,5.0,Credit Card,2025-09-01,4.6,5.0,No,5918.56,5918.557,0.0030000000006111804,5.068803089352997e-05
ORD103785,CUST7677,43.0,Male,Guntur,Home & Kitchen,Cookware Set,4,2454.31,15.0,COD,2025-01-30,3.4,6.0,No,8344.64,8344.654,-0.014000000001033186,0.0001677720849903805
ORD114830,CUST6724,36.0,Male,Mumbai,Sports,Football,3,1112.77,0.0,COD,2026-04-25,3.9,2.0,No,3338.32,3338.31,0.010000000000218279,0.00029955276772433595
ORD108471,CUST4732,21.0,Male,Guntur,Fashion,T-Shirt,1,972.2,20.0,UPI,2025-11-20,4.2,3.0,No,777.76,777.7600000000001,-1.1368683772161603e-13,1.4617213243367624e-14
ORD111323,CUST1838,43.0,Male,Guntur,Home & Kitchen,Air Fryer,3,7266.47,20.0,UPI,2025-07-01,4.4,2.0,No,17439.54,17439.528000000002,0.011999999998806743,6.880920171008494e-05
ORD105050,CUST1031,30.0,Female,Hyderabad,Books,Biography,4,670.1,0.0,Wallet,2025-02-23,4.2,3.0,No,2680.39,2680.4,-0.010000000000218279,0.00037307864498650496
ORD103479,CUST3967,25.0,Female,Vijayawada,Books,Biography,4,740.74,15.0,COD,2025-05-29,4.0,2.0,No,2518.53,2518.516,0.014000000000123691,0.0005558829088289965
ORD103326,CUST2047,40.0,Male,Mumbai,Sports,Football,3,1068.63,15.0,Debit Card,2026-11-11,4.5,4.0,No,2725.01,2725.0065000000004,0.003499999999803549,0.0001284400605944811
ORD102272,CUST8786,28.0,Male,Pune,Home & Kitchen,Air Fryer,1,5804.95,0.0,Net Banking,2025-03-07,4.1,2.0,No,5804.95,5804.95,0.0,0.0
ORD108511,CUST4920,35.0,Female,Pune,Fashion,Handbag,1,2499.3,5.0,Debit Card,2025-12-17,4.3,6.0,No,2374.33,2374.335,-0.005000000000109139,0.0002105852796723773
ORD108880,CUST2049,20.0,Female,Pune,Home & Kitchen,Cookware Set,1,2932.78,15.0,Net Banking,2025-08-30,4.0,4.0,No,2492.86,2492.8630000000003,-0.003000000000156433,0.00012034355679218766
ORD111901,CUST1326,34.0,Female,Chennai,Electronics,Tablet,1,19383.36,15.0,UPI,2026-01-23,3.0,7.0,No,16475.86,16475.856,0.004000000000814907,2.4277949508753336e-05
ORD111443,CUST7218,19.0,Male,Visakhapatnam,Fashion,Handbag,1,2356.77,30.0,Credit Card,2026-01-31,4.5,3.0,No,1649.74,1649.7389999999998,0.0010000000002037268,6.061564891196286e-05
ORD109267,CUST7896,30.0,Male,Visakhapatnam,Fashion,Jeans,2,1851.92,10.0,Wallet,2026-07-22,4.0,6.0,No,3333.46,3333.456,0.0039999999999054126,0.0001199955841596653
ORD105956,CUST4452,38.0,Female,Hyderabad,Home & Kitchen,Lamp,2,1114.02,5.0,UPI,2025-10-18,4.1,3.0,No,2116.64,2116.638,0.0019999999999527063,9.448946867403431e-05
ORD110292,CUST3114,32.0,Male,Warangal,Beauty,Hair Dryer,2,1881.34,5.0,Wallet,2025-09-19,3.8,4.0,No,3574.55,3574.546,0.00400000000036016,0.00011190232271063682
ORD104140,CUST5157,47.0,Female,Bengaluru,Sports,Cricket Bat,3,2948.33,5.0,UPI,2025-03-24,3.9,8.0,No,8402.73,8402.7405,-0.010500000000320142,0.0001249592320543535
ORD110649,CUST6786,30.0,Female,Chennai,Fashion,Handbag,1,1956.7,15.0,Net Banking,2025-01-11,4.2,5.0,No,1663.2,1663.195,0.005000000000109139,0.0003006262043902934
ORD108730,CUST7153,33.0,Male,Hyderabad,Fashion,T-Shirt,4,994.29,10.0,UPI,2025-05-16,2.6,5.0,No,3579.44,3579.444,-0.0039999999999054126,0.00011174919903497339
ORD109394,CUST2687,19.0,Female,Guntur,Electronics,Smartwatch,2,6740.82,10.0,Credit Card,2025-10-23,3.7,7.0,No,12133.47,12133.476,-0.006000000001222361,4.9449968015944984e-05
ORD103345,CUST3551,43.0,Male,Visakhapatnam,Home & Kitchen,Air Fryer,1,7197.58,10.0,UPI,2026-08-10,3.5,1.0,Yes,6477.82,6477.822,-0.0020000000004074536,3.087457482480151e-05
ORD112079,CUST3171,35.0,Male,Delhi,Electronics,Smartwatch,1,6546.14,10.0,Credit Card,2026-12-05,4.8,3.0,No,5891.53,5891.526000000001,0.003999999998995918,6.789412452726029e-05
ORD108404,CUST3405,32.0,Male,Bengaluru,Sports,Yoga Mat,5,978.62,25.0,Credit Card,2025-08-28,4.5,5.0,No,3669.82,3669.8250000000003,-0.005000000000109139,0.00013624627877648494
ORD110376,CUST5647,40.0,Female,Warangal,Beauty,Moisturizer,1,649.25,25.0,COD,2026-12-22,2.5,6.0,No,486.94,486.9375,0.0024999999999977263,0.0005134129123342783
ORD110324,CUST5285,45.0,Male,Vijayawada,Home & Kitchen,Mixer Grinder,1,3468.86,5.0,Credit Card,2025-09-16,3.9,3.0,No,3295.41,3295.417,-0.007000000000061846,0.0002124162131852159
ORD107054,CUST7537,26.0,Male,Ahmedabad,Fashion,T-Shirt,1,927.15,0.0,Net Banking,2025-04-14,5.0,6.0,Yes,927.15,927.15,0.0,0.0
ORD105206,CUST8000,44.0,Female,Visakhapatnam,Electronics,Smartphone,1,25150.96,15.0,COD,2026-11-15,3.8,6.0,No,21378.31,21378.316,-0.005999999997584382,2.806582145003555e-05
ORD102590,CUST4407,38.0,Other,Kolkata,Fashion,Shoes,1,2325.08,0.0,Net Banking,2026-12-16,3.9,6.0,No,2325.08,2325.08,0.0,0.0
ORD107318,CUST2212,22.0,Female,Mumbai,Books,Novel,3,500.0,10.0,Wallet,2025-01-11,2.8,5.0,No,1350.01,1350.0,0.009999999999990905,0.000740740740740067
ORD107435,CUST4989,99.0,Female,Visakhapatnam,Electronics,Headphones,3,2639.46,0.0,Net Banking,2025-03-04,3.8,2.0,Yes,7918.39,7918.38,0.010000000000218279,0.00012628845799542683
ORD107460,CUST5613,47.0,Male,Bengaluru,Beauty,Hair Dryer,3,2463.28,10.0,Debit Card,2026-12-13,2.8,6.0,No,6650.87,6650.856000000001,0.013999999999214197,0.0002104992199382184
ORD102754,CUST5158,18.0,Female,Visakhapatnam,Electronics,Smartphone,3,24538.28,10.0,COD,2025-02-05,5.0,5.0,No,66253.37,66253.356,0.013999999995576218,2.1131005040071054e-05
ORD105953,CUST4864,33.0,Female,Bengaluru,Fashion,Jeans,1,1622.69,20.0,Wallet,2026-11-03,5.0,5.0,No,1298.15,1298.152,-0.0019999999999527063,0.00015406516339786915
ORD106019,CUST6021,37.0,Male,Pune,Beauty,Hair Dryer,1,2502.63,15.0,Wallet,2025-08-26,2.2,8.0,No,2127.23,2127.2355000000002,-0.005500000000211003,0.0002585515332087586
ORD112330,CUST6869,30.0,Female,Pune,Home & Kitchen,Mixer Grinder,1,3075.89,10.0,Credit Card,2025-05-14,4.4,5.0,No,2768.3,2768.301,-0.0009999999997489795,3.612323947970179e-05
ORD112084,CUST4571,35.0,Female,Delhi,Beauty,Moisturizer,3,761.1,5.0,Credit Card,2025-04-07,4.4,1.0,Yes,2169.13,2169.135,-0.005000000000109139,0.00023050663052825844
ORD110406,CUST1206,32.0,Female,Kolkata,Electronics,Tablet,2,22386.09,10.0,Net Banking,2026-11-07,3.1,4.0,No,40294.97,40294.962,0.008000000001629815,1.9853598575498877e-05
ORD100252,CUST2938,37.0,Male,Delhi,Sports,Yoga Mat,2,948.74,15.0,Debit Card,2025-05-12,4.2,1.0,No,1612.86,1612.858,0.0019999999999527063,0.00012400347705456442
ORD111850,CUST8888,35.0,Female,Bengaluru,Electronics,Smartwatch,1,6648.47,5.0,Wallet,2026-01-29,4.5,8.0,No,6316.05,6316.0465,0.003499999999803549,5.541441152790038e-05
ORD101714,CUST5017,42.0,Female,Mumbai,Sports,Running Shoes,5,3320.24,5.0,Credit Card,2025-09-03,3.1,4.0,Yes,15771.14,15771.139999999996,3.637978807091713e-12,2.3067316675216338e-14
ORD106779,CUST7937,32.0,Male,Delhi,Fashion,Shoes,2,2453.82,20.0,Wallet,2025-06-27,2.7,6.0,No,3926.11,3926.1120000000005,-0.0020000000004074536,5.0940981826485175e-05
ORD103708,CUST1501,39.0,Female,Ahmedabad,Beauty,Hair Dryer,3,2302.94,15.0,COD,2026-12-12,4.7,6.0,No,5872.51,5872.496999999999,0.01300000000082946,0.0002213709091861513
ORD107860,CUST6449,47.0,Male,Warangal,Beauty,Perfume,1,1963.7,30.0,Wallet,2025-05-22,2.8,7.0,No,1374.59,1374.59,0.0,0.0
ORD109531,CUST8858,43.0,Male,Ahmedabad,Home & Kitchen,Cookware Set,1,2429.5,25.0,Credit Card,2026-06-05,4.6,5.0,No,1822.13,1822.125,0.005000000000109139,0.0002744048844129321
ORD114060,CUST3765,32.0,Female,Ahmedabad,Electronics,Headphones,1,3320.47,0.0,UPI,2025-12-27,3.7,6.0,No,3320.47,3320.47,0.0,0.0
ORD109593,CUST1374,32.0,Female,Pune,Books,Programming Book,1,908.39,10.0,Wallet,2026-08-26,3.7,4.0,No,817.55,817.551,-0.00100000000009004,0.00012231652827652832
ORD110578,CUST6720,48.0,Male,Guntur,Fashion,Jacket,1,3336.57,10.0,Net Banking,2025-05-15,4.5,5.0,No,3002.91,3002.913,-0.003000000000156433,9.990299419784834e-05
ORD107307,CUST3483,23.0,Female,Warangal,Electronics,Smartphone,1,22880.44,25.0,Credit Card,2026-12-25,4.8,3.0,No,17160.33,17160.329999999998,3.637978807091713e-12,2.119993500761182e-14
ORD114875,CUST5458,43.0,Female,Vijayawada,Fashion,Handbag,1,2503.82,25.0,Debit Card,2026-03-05,4.6,5.0,No,1877.87,1877.8650000000002,0.004999999999654392,0.0002662598216407671
ORD108447,CUST1612,30.0,Female,Hyderabad,Fashion,T-Shirt,1,928.94,20.0,Wallet,2026-12-02,2.1,5.0,No,743.15,743.152,-0.002000000000066393,0.0002691239477342984
ORD114201,CUST3188,41.0,Male,Delhi,Home & Kitchen,Cookware Set,2,3174.41,10.0,Credit Card,2026-04-26,4.2,2.0,No,4761.62,5713.938,-952.3180000000002,16.66657916134197
ORD114156,CUST8749,23.0,Female,Visakhapatnam,Beauty,Hair Dryer,4,2104.5,5.0,Net Banking,2026-04-11,3.6,5.0,No,7997.1,7997.099999999999,9.094947017729282e-13,1.1372806414486854e-14
ORD103070,CUST4860,32.0,Female,Guntur,Fashion,Jeans,1,1657.56,20.0,Net Banking,2026-09-25,3.9,6.0,No,1326.05,1326.048,0.0019999999999527063,0.00015082410289466943
ORD102141,CUST8028,42.0,Male,Chennai,Sports,Yoga Mat,3,850.08,15.0,COD,2026-01-20,2.6,5.0,No,2167.7,2167.704,-0.00400000000036016,0.00018452703876360238
ORD112674,CUST8628,53.0,Male,Kolkata,Home & Kitchen,Bedsheet,3,1644.89,10.0,Wallet,2025-11-13,3.4,1.0,No,4441.2,4441.203,-0.0030000000006111804,6.754926538172608e-05
ORD110444,CUST7071,18.0,Female,Warangal,Home & Kitchen,Air Fryer,3,6348.82,10.0,Wallet,2025-11-08,3.3,3.0,No,17141.81,17141.814,-0.0039999999971769284,2.3334753236599864e-05
ORD104257,CUST8743,44.0,Female,Chennai,Electronics,Headphones,2,2767.57,5.0,Wallet,2025-08-06,3.4,5.0,No,5258.38,5258.383,-0.0029999999997016857,5.705175906170558e-05
ORD113882,CUST5304,19.0,Other,Mumbai,Electronics,Smartwatch,2,6070.5,10.0,COD,2025-10-30,5.0,7.0,No,10926.89,10926.9,-0.010000000000218279,9.151726473398931e-05
ORD101140,CUST5474,21.0,Male,Mumbai,Beauty,Face Wash,1,3319.38,5.0,COD,2025-03-01,4.2,6.0,No,3153.41,3153.411,-0.0010000000002037268,3.171169251974217e-05
ORD108886,CUST8849,36.0,Male,Warangal,Electronics,Laptop,1,63704.25,30.0,Debit Card,2026-06-13,4.1,5.0,No,44592.97,44592.975,-0.004999999997380655,1.1212528424893507e-05
ORD107991,CUST8179,38.0,Male,Guntur,Home & Kitchen,Air Fryer,2,6441.54,10.0,Net Banking,2025-02-03,4.3,7.0,No,11594.78,11594.772,0.007999999999810825,6.899661329960456e-05
ORD109939,CUST4636,39.0,Female,Visakhapatnam,Beauty,Makeup Kit,1,2168.43,20.0,Net Banking,2026-10-27,3.2,7.0,No,1734.74,1734.744,-0.0039999999999054126,0.00023058157283757216
ORD102975,CUST5382,36.0,Female,Bengaluru,Home & Kitchen,Bedsheet,1,1699.4,20.0,Credit Card,2026-05-30,5.0,2.0,No,1359.52,1359.5200000000002,-2.2737367544323206e-13,1.6724555390375427e-14
ORD105000,CUST4622,28.0,Female,Mumbai,Home & Kitchen,Cookware Set,1,2751.6,10.0,Credit Card,2026-10-25,4.3,2.0,No,2476.44,2476.44,0.0,0.0
ORD105806,CUST1382,28.0,Male,Visakhapatnam,Beauty,Makeup Kit,1,2567.86,25.0,Debit Card,2026-03-16,3.9,6.0,Yes,1925.89,1925.895,-0.004999999999881766,0.0002596195535001527
ORD104075,CUST1345,18.0,Female,Ahmedabad,Electronics,Smartphone,2,23783.97,5.0,Wallet,2025-07-31,3.1,7.0,Yes,45189.55,45189.543,0.0070000000050640665,1.549030935113477e-05
ORD103155,CUST1589,26.0,Male,Vijayawada,Electronics,Tablet,2,23176.93,20.0,Net Banking,2025-03-20,2.7,6.0,Yes,37083.09,37083.088,0.001999999993131496,5.393294089023805e-06
ORD103502,CUST1710,32.0,Male,Warangal,Home & Kitchen,Mixer Grinder,1,4003.81,20.0,UPI,2025-12-02,3.6,3.0,Yes,3203.04,3203.0480000000002,-0.008000000000265572,0.0002497621016065189
ORD100388,CUST3880,43.0,Female,Vijayawada,Books,Novel,1,434.72,15.0,Net Banking,2026-06-20,3.4,5.0,Yes,369.51,369.512,-0.0020000000000095497,0.0005412544112260359
